order_date,region,product,units_sold,unit_price,revenue
2024-10-17,South,Widget A,47.0,19.99,939.53
2024-10-17,North,Widget A,15.0,29.99,449.85
2024-10-17,East,Widget B,44.0,29.99,1319.56
2024-10-17,East,Widget C,25.0,49.99,1249.75
2024-10-17,East,Widget A,22.0,49.99,1099.78
2024-10-17,West,Widget A,21.0,9.99,209.79
2024-10-17,South,Widget C,39.0,49.99,1949.61
2024-10-18,North,Widget B,17.0,49.99,849.83
2024-10-18,North,Widget C,1.0,9.99,9.99
2024-10-18,West,Widget B,25.0,19.99,499.75
2024-10-18,East,Widget A,42.0,29.99,1259.58
2024-10-18,South,Widget C,14.0,9.99,139.86
2024-10-18,East,Widget B,17.0,9.99,169.83
2024-10-19,North,Widget A,44.0,19.99,879.56
2024-10-19,East,Widget C,6.0,29.99,179.94
2024-10-19,West,Widget A,40.0,9.99,399.6
2024-10-19,East,Widget A,44.0,29.99,1319.56
2024-10-20,East,Widget C,16.0,9.99,159.84
2024-10-20,South,Widget B,14.0,29.99,419.86
2024-10-20,East,Widget B,32.0,49.99,1599.68
2024-10-20,West,Widget B,13.0,49.99,649.87
2024-10-21,North,Widget A,5.0,49.99,249.95
2024-10-22,South,Widget B,19.0,29.99,569.81
2024-10-22,South,Widget C,16.0,29.99,479.84
2024-10-22,East,Widget C,16.0,9.99,159.84
2024-10-22,East,Widget B,22.0,19.99,439.78
2024-10-22,East,Widget C,8.0,9.99,79.92
2024-10-23,West,Widget C,14.0,29.99,419.86
2024-10-23,South,Widget C,46.0,49.99,2299.54
2024-10-23,East,Widget B,19.0,9.99,189.81
2024-10-23,West,Widget C,15.0,19.99,299.85
2024-10-24,East,Widget A,2.0,19.99,39.98
2024-10-24,North,Widget A,13.0,9.99,129.87
2024-10-25,East,Widget C,26.0,19.99,519.74
2024-10-25,East,Widget C,1.0,29.99,29.99
2024-10-25,South,Widget B,25.0,29.99,749.75
2024-10-25,East,Widget C,4.0,9.99,39.96
2024-10-26,South,Widget B,1.0,19.99,19.99
2024-10-26,North,Widget A,4.0,9.99,39.96
2024-10-26,West,Widget A,49.0,49.99,2449.51
2024-10-26,East,Widget B,46.0,19.99,919.54
2024-10-26,West,Widget C,30.0,19.99,599.7
2024-10-27,West,Widget C,45.0,49.99,2249.55
2024-10-27,East,Widget B,41.0,19.99,819.59
2024-10-28,North,Widget C,38.0,19.99,11394.3
2024-10-29,South,Widget C,33.0,49.99,1649.67
2024-10-29,South,Widget C,15.0,29.99,449.85
2024-10-29,North,Widget C,36.0,49.99,1799.64
2024-10-29,West,Widget C,22.0,19.99,439.78
2024-10-29,West,Widget C,22.0,49.99,1099.78
2024-10-29,West,Widget B,31.0,19.99,619.69
2024-10-29,West,Widget A,44.0,49.99,2199.56
2024-10-29,West,Widget A,5.0,9.99,749.25
2024-10-30,North,Widget C,7.0,19.99,139.93
2024-10-30,South,Widget B,22.0,9.99,219.78
2024-10-30,East,Widget A,47.0,19.99,939.53
2024-10-30,North,Widget A,49.0,19.99,979.51
2024-10-30,North,Widget A,32.0,9.99,319.68
2024-10-30,North,Widget C,30.0,29.99,899.7
2024-10-30,West,Widget A,23.0,9.99,229.77
2024-10-30,South,Widget A,10.0,9.99,99.9
2024-10-30,West,Widget A,33.0,29.99,989.67
2024-10-31,North,Widget B,27.0,9.99,269.73
2024-10-31,East,Widget C,15.0,9.99,149.85
2024-10-31,East,Widget A,30.0,9.99,299.7
2024-10-31,West,Widget A,14.0,49.99,699.86
2024-11-01,North,Widget C,7.0,29.99,209.93
2024-11-01,South,Widget B,21.0,19.99,419.79
2024-11-01,West,Widget B,48.0,29.99,1439.52
2024-11-02,West,Widget A,39.0,49.99,1949.61
2024-11-03,West,Widget B,8.0,19.99,159.92
2024-11-03,South,Widget B,36.0,19.99,719.64
2024-11-04,South,Widget A,29.0,9.99,289.71
2024-11-05,South,Widget B,25.0,29.99,749.75
2024-11-05,South,Widget B,12.0,9.99,119.88
2024-11-05,North,Widget C,13.0,19.99,259.87
2024-11-05,North,Widget C,22.0,29.99,659.78
2024-11-05,South,Widget A,2.0,29.99,59.98
2024-11-05,East,Widget A,4.0,9.99,39.96
2024-11-06,East,Widget B,41.0,9.99,409.59
2024-11-06,North,Widget B,22.0,49.99,1099.78
2024-11-07,North,Widget B,8.0,49.99,399.92
2024-11-07,West,Widget C,48.0,19.99,959.52
2024-11-07,East,Widget A,17.0,49.99,849.83
2024-11-08,West,Widget C,4.0,19.99,79.96
2024-11-08,North,Widget B,40.0,49.99,1999.6
2024-11-08,West,Widget A,30.0,19.99,599.7
2024-11-08,West,Widget A,10.0,49.99,499.9
2024-11-09,South,Widget B,17.0,9.99,169.83
2024-11-09,West,Widget A,11.0,19.99,219.89
2024-11-09,South,Widget B,16.0,9.99,159.84
2024-11-09,West,Widget C,23.0,19.99,459.77
2024-11-10,South,Widget A,23.0,49.99,1149.77
2024-11-10,East,Widget A,,49.99,2149.57
2024-11-10,East,Widget B,30.0,19.99,599.7
2024-11-10,North,Widget B,16.0,9.99,159.84
2024-11-11,West,Widget A,48.0,19.99,959.52
2024-11-12,West,Widget B,11.0,19.99,219.89
2024-11-12,East,Widget C,43.0,49.99,2149.57
2024-11-12,West,Widget B,33.0,29.99,989.67
2024-11-12,East,Widget A,37.0,9.99,369.63
2024-11-13,North,Widget C,5.0,19.99,99.95
2024-11-13,West,Widget B,35.0,19.99,699.65
2024-11-13,East,Widget A,21.0,19.99,419.79
2024-11-13,West,Widget B,40.0,49.99,1999.6
2024-11-14,North,Widget B,3.0,29.99,89.97
2024-11-15,North,Widget A,4.0,49.99,199.96
2024-11-15,North,Widget C,47.0,9.99,469.53
2024-11-15,North,Widget B,7.0,29.99,209.93
2024-11-15,East,Widget A,8.0,49.99,399.92
2024-11-16,East,Widget A,12.0,29.99,359.88
2024-11-16,East,Widget B,31.0,9.99,309.69
2024-11-17,West,Widget C,20.0,19.99,399.8
2024-11-17,North,Widget B,48.0,29.99,1439.52
2024-11-17,East,Widget A,47.0,9.99,469.53
2024-11-17,East,Widget A,42.0,49.99,2099.58
2024-11-17,West,Widget C,13.0,9.99,129.87
2024-11-17,West,Widget A,47.0,49.99,2349.53
2024-11-18,South,Widget A,38.0,29.99,1139.62
2024-11-18,South,Widget A,,29.99,1319.56
2024-11-18,East,Widget C,15.0,49.99,749.85
2024-11-18,East,Widget C,34.0,9.99,339.66
2024-11-18,East,Widget A,10.0,19.99,199.9
2024-11-19,East,Widget C,,49.99,1749.65
2024-11-19,South,Widget C,10.0,29.99,299.9
2024-11-19,West,Widget A,3.0,19.99,59.97
2024-11-19,West,Widget B,36.0,29.99,1079.64
2024-11-20,East,Widget B,9.0,19.99,179.91
2024-11-20,East,Widget A,6.0,9.99,59.94
2024-11-21,South,Widget C,31.0,19.99,619.69
2024-11-21,West,Widget B,3.0,19.99,59.97
2024-11-21,West,Widget B,39.0,29.99,1169.61
2024-11-21,East,Widget B,14.0,9.99,139.86
2024-11-22,North,Widget B,38.0,9.99,379.62
2024-11-22,East,Widget C,5.0,49.99,249.95
2024-11-22,North,Widget A,34.0,19.99,679.66
2024-11-22,West,Widget B,23.0,49.99,1149.77
2024-11-23,North,Widget A,28.0,9.99,279.72
2024-11-23,North,Widget A,33.0,29.99,989.67
2024-11-23,South,Widget A,5.0,9.99,49.95
2024-11-23,West,Widget A,4.0,29.99,119.96
2024-11-24,West,Widget B,19.0,49.99,949.81
2024-11-24,North,Widget B,35.0,29.99,1049.65
2024-11-25,East,Widget A,17.0,49.99,849.83
2024-11-25,North,Widget A,45.0,29.99,1349.55
2024-11-25,East,Widget C,8.0,49.99,399.92
2024-11-25,East,Widget A,45.0,29.99,1349.55
2024-11-26,North,Widget B,12.0,29.99,359.88
2024-11-26,West,Widget B,27.0,9.99,269.73
2024-11-26,West,Widget C,22.0,49.99,1099.78
2024-11-26,South,Widget B,20.0,19.99,399.8
2024-11-27,South,Widget C,8.0,29.99,239.92
2024-11-27,South,Widget B,6.0,29.99,179.94
2024-11-28,South,Widget C,13.0,9.99,129.87
2024-11-28,East,Widget B,1.0,19.99,19.99
2024-11-28,North,Widget C,10.0,19.99,199.9
2024-11-28,North,Widget C,22.0,49.99,1099.78
2024-11-30,East,Widget B,38.0,19.99,759.62
2024-11-30,South,Widget A,24.0,29.99,719.76
2024-11-30,North,Widget A,45.0,19.99,899.55
2024-11-30,West,Widget A,45.0,9.99,449.55
2024-12-01,East,Widget C,1.0,9.99,9.99
2024-12-01,North,Widget A,14.0,9.99,139.86
2024-12-01,East,Widget A,28.0,49.99,1399.72
2024-12-01,South,Widget B,33.0,9.99,329.67
2024-12-02,South,Widget B,6.0,29.99,179.94
2024-12-02,West,Widget C,18.0,9.99,179.82
2024-12-02,West,Widget C,40.0,19.99,799.6
2024-12-03,South,Widget A,17.0,19.99,339.83
2024-12-03,East,Widget C,26.0,29.99,779.74
2024-12-03,North,Widget B,41.0,9.99,409.59
2024-12-03,West,Widget C,7.0,49.99,349.93
2024-12-03,West,Widget A,2.0,9.99,19.98
2024-12-03,North,Widget A,41.0,9.99,409.59
2024-12-04,East,Widget B,35.0,19.99,699.65
2024-12-04,East,Widget A,31.0,9.99,309.69
2024-12-05,South,Widget C,24.0,9.99,239.76
2024-12-05,South,Widget C,22.0,19.99,439.78
2024-12-05,West,Widget C,31.0,29.99,929.69
2024-12-06,South,Widget B,34.0,29.99,1019.66
2024-12-06,North,Widget A,3.0,19.99,59.97
2024-12-06,East,Widget B,33.0,9.99,329.67
2024-12-06,East,Widget B,27.0,29.99,809.73
2024-12-06,West,Widget A,38.0,29.99,17094.3
2024-12-06,North,Widget C,49.0,9.99,489.51
2024-12-06,West,Widget C,28.0,49.99,20995.8
2024-12-08,North,Widget A,8.0,29.99,239.92
2024-12-08,East,Widget A,38.0,19.99,759.62
2024-12-09,West,Widget C,7.0,19.99,139.93
2024-12-09,West,Widget A,11.0,49.99,549.89
2024-12-09,West,Widget A,14.0,19.99,279.86
2024-12-09,East,Widget B,40.0,29.99,1199.6
2024-12-10,East,Widget B,45.0,29.99,1349.55
2024-12-10,West,Widget C,30.0,19.99,599.7
2024-12-10,North,Widget B,33.0,29.99,989.67
2024-12-10,South,Widget B,3.0,19.99,59.97
2024-12-11,South,Widget B,12.0,29.99,359.88
2024-12-11,East,Widget B,2.0,9.99,19.98
2024-12-11,West,Widget B,40.0,49.99,1999.6
2024-12-12,South,Widget B,25.0,49.99,1249.75
2024-12-12,North,Widget C,12.0,49.99,599.88
2024-12-12,North,Widget B,44.0,9.99,439.56
2024-12-12,West,Widget A,32.0,29.99,959.68
2024-12-13,East,Widget B,26.0,49.99,1299.74
2024-12-13,South,Widget B,19.0,9.99,189.81
2024-12-13,South,Widget A,15.0,49.99,749.85
2024-12-13,North,Widget A,10.0,49.99,499.9
2024-12-13,East,Widget B,40.0,19.99,799.6
2024-12-13,South,Widget B,46.0,49.99,2299.54
2024-12-13,West,Widget B,1.0,49.99,49.99
2024-12-13,East,Widget A,33.0,29.99,989.67
2024-12-14,West,Widget B,10.0,49.99,499.9
2024-12-14,West,Widget A,17.0,19.99,339.83
2024-12-14,East,Widget B,18.0,19.99,359.82
2024-12-14,South,Widget B,39.0,49.99,1949.61
2024-12-14,West,Widget A,36.0,19.99,719.64
2024-12-14,West,Widget B,7.0,9.99,69.93
2024-12-14,West,Widget C,39.0,9.99,389.61
2024-12-15,East,Widget C,48.0,19.99,959.52
2024-12-15,East,Widget B,2.0,19.99,39.98
2024-12-15,South,Widget B,5.0,9.99,49.95
2024-12-16,East,Widget A,9.0,19.99,179.91
2024-12-17,South,Widget C,2.0,29.99,59.98
2024-12-17,South,Widget A,8.0,9.99,79.92
2024-12-18,East,Widget C,8.0,29.99,239.92
2024-12-18,South,Widget A,38.0,49.99,1899.62
2024-12-19,South,Widget A,33.0,29.99,989.67
2024-12-20,West,Widget B,1.0,49.99,49.99
2024-12-21,South,Widget C,31.0,9.99,309.69
2024-12-21,North,Widget C,16.0,29.99,479.84
2024-12-21,West,Widget C,7.0,9.99,69.93
2024-12-21,East,Widget A,18.0,9.99,179.82
2024-12-21,North,Widget A,17.0,49.99,849.83
2024-12-21,West,Widget B,48.0,9.99,479.52
2024-12-21,North,Widget B,11.0,49.99,549.89
2024-12-22,East,Widget A,28.0,29.99,839.72
2024-12-22,South,Widget B,1.0,29.99,29.99
2024-12-22,East,Widget A,42.0,49.99,2099.58
2024-12-22,North,Widget A,7.0,9.99,69.93
2024-12-22,West,Widget C,42.0,29.99,1259.58
2024-12-22,South,Widget B,33.0,29.99,989.67
2024-12-22,North,Widget B,48.0,19.99,959.52
2024-12-23,East,Widget C,40.0,29.99,1199.6
2024-12-23,West,Widget C,40.0,9.99,399.6
2024-12-23,West,Widget C,17.0,19.99,339.83
2024-12-23,West,Widget B,2.0,29.99,59.98
2024-12-23,East,Widget A,,29.99,1379.54
2024-12-24,East,Widget A,43.0,19.99,859.57
2024-12-24,South,Widget A,32.0,19.99,639.68
2024-12-25,South,Widget B,44.0,19.99,879.56
2024-12-25,North,Widget C,19.0,29.99,569.81
2024-12-25,South,Widget B,16.0,29.99,479.84
2024-12-25,North,Widget A,13.0,9.99,129.87
2024-12-26,North,Widget A,3.0,9.99,29.97
2024-12-26,South,Widget B,32.0,29.99,959.68
2024-12-27,South,Widget B,13.0,49.99,649.87
2024-12-27,West,Widget A,4.0,49.99,199.96
2024-12-27,North,Widget B,48.0,19.99,959.52
2024-12-28,West,Widget B,38.0,19.99,759.62
2024-12-28,North,Widget C,36.0,29.99,1079.64
2024-12-28,North,Widget C,40.0,49.99,1999.6
2024-12-28,South,Widget A,30.0,29.99,899.7
2024-12-29,North,Widget B,11.0,19.99,219.89
2024-12-29,North,Widget C,39.0,19.99,779.61
2024-12-29,East,Widget C,2.0,29.99,59.98
2024-12-30,South,Widget B,24.0,9.99,239.76
2024-12-30,West,Widget C,33.0,19.99,659.67
2024-12-30,North,Widget B,36.0,49.99,1799.64
2024-12-31,North,Widget A,40.0,19.99,799.6
2024-12-31,West,Widget C,30.0,49.99,1499.7
2025-01-01,North,Widget C,17.0,29.99,509.83
2025-01-01,East,Widget A,21.0,19.99,6296.85
2025-01-01,East,Widget B,23.0,9.99,229.77
2025-01-01,North,Widget C,32.0,49.99,1599.68
2025-01-01,South,Widget B,40.0,29.99,17994.0
2025-01-02,South,Widget A,30.0,9.99,299.7
2025-01-02,South,Widget C,29.0,19.99,579.71
2025-01-02,North,Widget C,17.0,9.99,169.83
2025-01-02,South,Widget C,16.0,9.99,159.84
2025-01-02,North,Widget B,32.0,29.99,959.68
2025-01-03,East,Widget A,5.0,19.99,99.95
2025-01-04,South,Widget A,38.0,9.99,379.62
2025-01-04,South,Widget A,20.0,19.99,399.8
2025-01-04,South,Widget B,41.0,19.99,819.59
2025-01-04,South,Widget C,15.0,9.99,149.85
2025-01-05,West,Widget B,9.0,29.99,269.91
2025-01-05,South,Widget B,4.0,9.99,39.96
2025-01-05,West,Widget B,13.0,19.99,259.87
2025-01-05,West,Widget A,31.0,29.99,929.69
2025-01-05,North,Widget C,24.0,29.99,719.76
2025-01-06,North,Widget B,13.0,9.99,129.87
2025-01-06,North,Widget A,15.0,9.99,149.85
2025-01-07,South,Widget A,27.0,9.99,269.73
2025-01-07,North,Widget B,22.0,29.99,659.78
2025-01-07,North,Widget C,35.0,9.99,349.65
2025-01-08,South,Widget C,23.0,49.99,1149.77
2025-01-08,South,Widget B,45.0,9.99,449.55
2025-01-08,North,Widget A,25.0,19.99,499.75
2025-01-08,East,Widget A,35.0,29.99,1049.65
2025-01-08,South,Widget B,19.0,49.99,949.81
2025-01-08,West,Widget A,46.0,19.99,919.54
2025-01-09,South,Widget A,13.0,49.99,649.87
2025-01-09,North,Widget B,21.0,29.99,629.79
2025-01-10,East,Widget A,45.0,49.99,2249.55
2025-01-10,North,Widget B,11.0,9.99,109.89
2025-01-10,North,Widget A,2.0,29.99,59.98
2025-01-10,North,Widget C,5.0,49.99,249.95
2025-01-11,West,Widget B,,19.99,279.86
2025-01-11,South,Widget B,3.0,49.99,149.97
2025-01-11,South,Widget A,33.0,9.99,329.67
2025-01-12,East,Widget C,40.0,9.99,399.6
2025-01-12,South,Widget A,27.0,49.99,1349.73
2025-01-12,East,Widget B,3.0,49.99,149.97
2025-01-14,West,Widget C,18.0,29.99,539.82
2025-01-14,North,Widget A,33.0,19.99,659.67
2025-01-15,East,Widget C,2.0,9.99,19.98
2025-01-15,East,Widget C,45.0,49.99,2249.55
2025-01-16,North,Widget B,49.0,49.99,2449.51
2025-01-16,South,Widget A,22.0,19.99,439.78
2025-01-16,North,Widget B,23.0,9.99,229.77
2025-01-16,North,Widget B,37.0,9.99,369.63
2025-01-16,East,Widget B,48.0,29.99,1439.52
2025-01-17,South,Widget C,14.0,29.99,419.86
2025-01-17,East,Widget C,39.0,9.99,389.61
2025-01-17,South,Widget A,10.0,29.99,299.9
2025-01-17,East,Widget A,47.0,29.99,1409.53
2025-01-18,East,Widget C,18.0,49.99,899.82
2025-01-18,North,Widget C,29.0,29.99,869.71
2025-01-18,North,Widget B,17.0,19.99,339.83
2025-01-18,East,Widget B,38.0,9.99,379.62
2025-01-19,North,Widget C,25.0,19.99,499.75
2025-01-19,North,Widget A,43.0,19.99,859.57
2025-01-20,North,Widget B,1.0,19.99,19.99
2025-01-20,North,Widget C,34.0,29.99,1019.66
2025-01-20,South,Widget A,31.0,49.99,1549.69
2025-01-21,South,Widget B,26.0,29.99,779.74
2025-01-21,East,Widget C,15.0,29.99,449.85
2025-01-22,South,Widget B,46.0,29.99,1379.54
2025-01-22,East,Widget C,14.0,49.99,699.86
2025-01-22,North,Widget C,42.0,49.99,2099.58
2025-01-23,East,Widget B,,19.99,339.83
2025-01-23,North,Widget A,11.0,29.99,329.89
2025-01-23,West,Widget B,1.0,29.99,29.99
2025-01-23,East,Widget B,34.0,49.99,1699.66
2025-01-24,South,Widget B,49.0,29.99,1469.51
2025-01-24,North,Widget A,40.0,29.99,1199.6
2025-01-25,West,Widget A,11.0,29.99,329.89
2025-01-25,North,Widget C,16.0,49.99,799.84
2025-01-26,South,Widget C,8.0,29.99,239.92
2025-01-27,West,Widget C,34.0,9.99,339.66
2025-01-27,North,Widget A,37.0,9.99,369.63
2025-01-27,East,Widget B,49.0,19.99,979.51
2025-01-27,East,Widget A,27.0,49.99,1349.73
2025-01-27,East,Widget C,27.0,19.99,539.73
2025-01-27,West,Widget C,21.0,19.99,419.79
2025-01-28,West,Widget A,33.0,49.99,1649.67
2025-01-28,West,Widget A,,29.99,1469.51
2025-01-28,South,Widget B,29.0,9.99,289.71
2025-01-28,East,Widget A,17.0,19.99,339.83
2025-01-29,West,Widget C,11.0,29.99,329.89
2025-01-29,East,Widget C,32.0,19.99,639.68
2025-01-29,North,Widget A,43.0,49.99,2149.57
2025-01-29,North,Widget A,44.0,29.99,1319.56
2025-01-29,South,Widget C,19.0,49.99,949.81
2025-01-30,South,Widget A,9.0,29.99,269.91
2025-01-30,West,Widget B,11.0,29.99,329.89
2025-01-30,East,Widget C,42.0,29.99,1259.58
2025-01-30,North,Widget C,21.0,19.99,419.79
2025-01-30,North,Widget A,10.0,49.99,499.9
2025-01-31,East,Widget B,28.0,29.99,839.72
2025-01-31,North,Widget C,15.0,19.99,299.85
2025-01-31,East,Widget C,21.0,49.99,1049.79
2025-01-31,East,Widget B,44.0,9.99,439.56
2025-02-01,South,Widget B,45.0,19.99,899.55
2025-02-01,West,Widget B,24.0,19.99,479.76
2025-02-01,North,Widget B,40.0,29.99,1199.6
2025-02-02,West,Widget C,28.0,49.99,1399.72
2025-02-02,West,Widget C,34.0,29.99,1019.66
2025-02-03,East,Widget B,45.0,29.99,1349.55
2025-02-03,South,Widget C,47.0,9.99,469.53
2025-02-03,West,Widget B,2.0,49.99,99.98
2025-02-03,North,Widget C,39.0,29.99,1169.61
2025-02-03,East,Widget A,20.0,19.99,399.8
2025-02-04,South,Widget B,10.0,9.99,99.9
2025-02-05,North,Widget B,35.0,19.99,699.65
2025-02-05,West,Widget B,47.0,9.99,469.53
2025-02-05,East,Widget C,48.0,9.99,479.52
2025-02-05,North,Widget B,40.0,19.99,799.6
2025-02-05,North,Widget A,2.0,49.99,99.98
2025-02-05,North,Widget A,46.0,9.99,459.54
2025-02-05,East,Widget A,10.0,9.99,99.9
2025-02-06,South,Widget C,45.0,19.99,899.55
2025-02-06,North,Widget C,33.0,9.99,329.67
2025-02-06,East,Widget A,21.0,9.99,209.79
2025-02-06,West,Widget A,8.0,9.99,79.92
2025-02-06,West,Widget A,7.0,49.99,349.93
2025-02-06,North,Widget A,6.0,9.99,59.94
2025-02-07,South,Widget B,19.0,29.99,569.81
2025-02-07,North,Widget C,35.0,9.99,349.65
2025-02-07,West,Widget A,24.0,19.99,479.76
2025-02-07,West,Widget B,26.0,29.99,779.74
2025-02-07,West,Widget B,1.0,29.99,29.99
2025-02-07,North,Widget C,22.0,29.99,659.78
2025-02-08,East,Widget C,1.0,19.99,19.99
2025-02-08,East,Widget B,36.0,49.99,1799.64
2025-02-08,West,Widget C,14.0,9.99,139.86
2025-02-08,North,Widget C,32.0,29.99,959.68
2025-02-08,West,Widget A,24.0,19.99,479.76
2025-02-08,East,Widget B,32.0,29.99,959.68
2025-02-08,East,Widget A,37.0,9.99,369.63
2025-02-09,East,Widget B,24.0,29.99,719.76
2025-02-09,West,Widget A,29.0,19.99,579.71
2025-02-10,North,Widget C,24.0,19.99,479.76
2025-02-10,South,Widget B,19.0,19.99,379.81
2025-02-10,South,Widget A,11.0,49.99,549.89
2025-02-10,North,Widget C,15.0,19.99,299.85
2025-02-10,West,Widget A,9.0,19.99,179.91
2025-02-10,South,Widget A,32.0,29.99,959.68
2025-02-10,West,Widget C,9.0,29.99,269.91
2025-02-11,West,Widget B,1.0,19.99,19.99
2025-02-11,East,Widget A,39.0,29.99,1169.61
2025-02-12,South,Widget B,42.0,29.99,1259.58
2025-02-12,South,Widget A,38.0,49.99,1899.62
2025-02-12,West,Widget B,40.0,9.99,399.6
2025-02-12,North,Widget A,8.0,9.99,79.92
2025-02-13,South,Widget B,12.0,29.99,359.88
2025-02-13,South,Widget B,35.0,19.99,699.65
2025-02-13,North,Widget C,25.0,49.99,1249.75
2025-02-14,East,Widget C,21.0,49.99,1049.79
2025-02-14,North,Widget A,18.0,9.99,179.82
2025-02-15,East,Widget A,31.0,49.99,1549.69
2025-02-15,East,Widget A,28.0,29.99,839.72
2025-02-15,East,Widget B,2.0,29.99,59.98
2025-02-16,West,Widget C,,19.99,299.85
2025-02-16,South,Widget C,46.0,29.99,1379.54
2025-02-16,East,Widget A,42.0,49.99,2099.58
2025-02-17,South,Widget A,6.0,29.99,179.94
2025-02-17,North,Widget A,30.0,9.99,299.7
2025-02-18,North,Widget B,34.0,9.99,339.66
2025-02-18,North,Widget A,8.0,29.99,239.92
2025-02-18,East,Widget A,39.0,19.99,779.61
2025-02-18,West,Widget B,20.0,9.99,199.8
2025-02-19,North,Widget A,21.0,19.99,419.79
2025-02-19,West,Widget C,,19.99,39.98
2025-02-19,East,Widget A,38.0,9.99,379.62
2025-02-20,North,Widget C,7.0,49.99,349.93
2025-02-20,West,Widget B,29.0,19.99,579.71
2025-02-21,North,Widget A,43.0,49.99,2149.57
2025-02-21,East,Widget B,28.0,49.99,1399.72
2025-02-21,North,Widget B,4.0,9.99,39.96
2025-02-21,North,Widget B,44.0,19.99,879.56
2025-02-21,North,Widget B,4.0,29.99,119.96
2025-02-22,East,Widget B,7.0,29.99,209.93
2025-02-22,North,Widget C,26.0,9.99,259.74
2025-02-22,East,Widget A,44.0,29.99,1319.56
2025-02-22,North,Widget C,35.0,19.99,699.65
2025-02-23,North,Widget A,44.0,19.99,879.56
2025-02-23,North,Widget C,9.0,9.99,89.91
2025-02-24,West,Widget C,22.0,19.99,439.78
2025-02-24,West,Widget A,16.0,9.99,159.84
2025-02-24,South,Widget B,5.0,9.99,49.95
2025-02-24,South,Widget C,20.0,49.99,999.8
2025-02-25,North,Widget C,32.0,9.99,319.68
2025-02-25,North,Widget B,24.0,29.99,719.76
2025-02-25,South,Widget A,40.0,9.99,399.6
2025-02-26,South,Widget A,38.0,19.99,759.62
2025-02-26,West,Widget B,46.0,19.99,919.54
2025-02-26,North,Widget C,42.0,9.99,419.58
2025-02-26,North,Widget B,3.0,49.99,149.97
2025-02-26,East,Widget C,25.0,29.99,749.75
2025-02-26,East,Widget C,28.0,49.99,1399.72
2025-02-26,East,Widget B,40.0,9.99,399.6
2025-02-26,South,Widget B,44.0,9.99,439.56
2025-02-27,North,Widget C,41.0,29.99,1229.59
2025-02-27,North,Widget A,35.0,19.99,699.65
2025-02-27,North,Widget C,40.0,9.99,399.6
2025-02-28,West,Widget B,6.0,29.99,179.94
2025-02-28,East,Widget A,3.0,49.99,149.97
2025-02-28,East,Widget B,39.0,9.99,389.61
2025-03-01,North,Widget B,32.0,49.99,1599.68
2025-03-01,East,Widget A,38.0,9.99,379.62
2025-03-01,East,Widget A,49.0,49.99,2449.51
2025-03-01,East,Widget B,16.0,49.99,799.84
2025-03-01,East,Widget B,45.0,49.99,33743.25
2025-03-01,North,Widget C,31.0,9.99,309.69
2025-03-01,North,Widget C,19.0,19.99,379.81
2025-03-01,East,Widget C,28.0,49.99,1399.72
2025-03-02,West,Widget A,25.0,19.99,499.75
2025-03-02,West,Widget A,2.0,19.99,39.98
2025-03-02,South,Widget B,16.0,49.99,799.84
2025-03-02,East,Widget A,24.0,29.99,719.76
2025-03-02,East,Widget A,46.0,9.99,459.54
2025-03-02,West,Widget B,9.0,19.99,179.91
2025-03-02,North,Widget C,47.0,19.99,939.53
2025-03-03,North,Widget B,24.0,9.99,239.76
2025-03-03,East,Widget B,25.0,49.99,1249.75
2025-03-03,South,Widget A,1.0,19.99,19.99
2025-03-03,West,Widget C,26.0,9.99,259.74
2025-03-04,South,Widget A,33.0,19.99,659.67
2025-03-04,West,Widget C,25.0,29.99,749.75
2025-03-04,North,Widget C,46.0,19.99,919.54
2025-03-04,West,Widget A,2.0,9.99,19.98
2025-03-04,South,Widget A,14.0,19.99,279.86
2025-03-04,West,Widget A,34.0,19.99,679.66
2025-03-04,North,Widget C,39.0,29.99,1169.61
2025-03-05,South,Widget A,6.0,9.99,59.94
2025-03-05,South,Widget A,14.0,49.99,699.86
2025-03-05,West,Widget A,14.0,49.99,699.86
2025-03-05,South,Widget B,22.0,49.99,1099.78
2025-03-06,North,Widget C,4.0,19.99,79.96
2025-03-06,South,Widget B,32.0,29.99,959.68
2025-03-06,South,Widget C,7.0,19.99,139.93
2025-03-06,South,Widget C,42.0,29.99,1259.58
2025-03-07,East,Widget B,29.0,49.99,1449.71
2025-03-08,South,Widget C,27.0,9.99,269.73
2025-03-09,North,Widget C,47.0,29.99,1409.53
2025-03-09,North,Widget B,39.0,49.99,1949.61
2025-03-09,North,Widget C,17.0,9.99,169.83
2025-03-10,East,Widget A,33.0,49.99,1649.67
2025-03-10,South,Widget A,4.0,29.99,119.96
2025-03-10,North,Widget C,43.0,19.99,859.57
2025-03-10,South,Widget C,32.0,29.99,959.68
2025-03-10,West,Widget B,39.0,49.99,1949.61
2025-03-10,North,Widget A,7.0,29.99,209.93
2025-03-10,North,Widget C,31.0,19.99,619.69
2025-03-10,North,Widget B,49.0,9.99,489.51
2025-03-10,South,Widget B,44.0,49.99,2199.56
2025-03-11,South,Widget A,28.0,49.99,1399.72
2025-03-11,East,Widget B,32.0,19.99,639.68
2025-03-11,West,Widget A,41.0,9.99,409.59
2025-03-11,North,Widget A,7.0,9.99,69.93
2025-03-12,North,Widget B,13.0,9.99,129.87
2025-03-13,East,Widget A,28.0,19.99,559.72
2025-03-13,South,Widget B,24.0,19.99,479.76
